CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book
768141558,Existing Customer,51,M,3,College,Single,$40K - $60K,Blue,45
717179508,Existing Customer,33,F,0,Graduate,Single,Less than $40K,Blue,26
716520033,Existing Customer,52,M,2,Post-Graduate,Married,$80K - $120K,Blue,36
783625008,Existing Customer,51,M,2,Post-Graduate,Single,$120K +,Blue,45
769330908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43
789396783,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,20
709310433,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,56
713094483,Existing Customer,43,F,3,Unknown,Married,$40K - $60K,Blue,32
770753733,Existing Customer,42,F,5,College,Single,Less than $40K,Blue,28
712659408,Existing Customer,57,M,1,High School,Married,$40K - $60K,Blue,45
768475383,Existing Customer,62,F,0,Unknown,Single,$40K - $60K,Blue,56
779655183,Existing Customer,48,M,4,College,Single,$80K - $120K,Blue,31
711278283,Existing Customer,61,F,1,High School,Unknown,Less than $40K,Blue,50
713345508,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,36
711379083,Existing Customer,60,F,0,Doctorate,Single,Less than $40K,Blue,42
789144633,Existing Customer,45,M,1,Graduate,Married,$80K - $120K,Blue,34
708393633,Existing Customer,41,F,0,High School,Married,Less than $40K,Blue,31
708657033,Existing Customer,60,F,2,College,Single,Less than $40K,Blue,54
717949008,Attrited Customer,40,F,4,High School,Single,$40K - $60K,Blue,29
788866983,Existing Customer,63,F,0,Unknown,Single,Less than $40K,Blue,48
751283658,Existing Customer,42,F,4,Unknown,Single,$40K - $60K,Blue,35
718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,36
779754408,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33
794866983,Existing Customer,51,F,1,Doctorate,Married,Unknown,Blue,45
711832533,Existing Customer,42,M,3,High School,Single,$80K - $120K,Silver,32
788552658,Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,30
715415508,Existing Customer,42,F,4,Graduate,Single,Unknown,Blue,36
719962458,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,34
712734933,Attrited Customer,43,F,2,College,Married,Less than $40K,Blue,36
717410508,Existing Customer,43,M,3,Unknown,Married,$60K - $80K,Silver,30
711796683,Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,38
709407933,Existing Customer,51,M,3,High School,Single,$80K - $120K,Silver,38
810493458,Existing Customer,52,F,1,Uneducated,Single,Unknown,Blue,47
720494058,Existing Customer,51,F,2,College,Married,Less than $40K,Blue,25
717050883,Existing Customer,60,F,1,High School,Single,Less than $40K,Blue,36
713163258,Attrited Customer,38,F,2,Unknown,Married,Unknown,Blue,33
715659333,Existing Customer,43,F,4,High School,Single,$40K - $60K,Blue,36
712414908,Existing Customer,45,F,4,Unknown,Married,Unknown,Blue,37
720175008,Existing Customer,48,F,2,Doctorate,Married,$40K - $60K,Blue,34
719876808,Existing Customer,43,M,3,Unknown,Divorced,$80K - $120K,Blue,36
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,$60K - $80K,Blue,32
708360108,Existing Customer,50,M,1,College,Single,$40K - $60K,Blue,41
720676158,Existing Customer,34,F,4,Uneducated,Single,Unknown,Blue,21
716631708,Existing Customer,56,M,2,High School,Married,$60K - $80K,Blue,36
713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than $40K,Blue,38
710506683,Existing Customer,47,F,4,High School,Single,$40K - $60K,Blue,39
712428333,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,41
718041033,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,36
709169133,Existing Customer,35,F,1,High School,Married,Unknown,Blue,23
718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,34
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47
778377183,Existing Customer,49,M,3,Graduate,Single,$120K +,Blue,29
712845258,Existing Customer,41,M,2,Uneducated,Married,$80K - $120K,Gold,33
716915133,Existing Customer,42,F,2,Unknown,Single,Less than $40K,Blue,36
771403008,Existing Customer,52,M,2,Graduate,Unknown,$60K - $80K,Blue,40
787441383,Existing Customer,52,F,0,Graduate,Married,Less than $40K,Blue,37
711345258,Existing Customer,52,F,2,High School,Married,$40K - $60K,Blue,44
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than $40K,Blue,33
718205283,Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37
708337683,Existing Customer,51,M,2,Uneducated,Single,$60K - $80K,Blue,40
720941433,Attrited Customer,53,F,3,High School,Married,Less than $40K,Blue,41
710201058,Existing Customer,46,F,4,Graduate,Married,Less than $40K,Blue,38
785218458,Existing Customer,44,M,2,Graduate,Married,$40K - $60K,Blue,38
770740308,Existing Customer,49,F,4,Graduate,Unknown,$40K - $60K,Blue,35
787493808,Attrited Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,36
708846183,Existing Customer,48,M,4,College,Single,$60K - $80K,Blue,30
810586833,Existing Customer,38,F,3,Graduate,Divorced,Unknown,Blue,33
711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less than $40K,Blue,26
712425258,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,26
772063308,Existing Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,34
718574808,Existing Customer,33,F,2,Graduate,Single,Less than $40K,Blue,17
717131283,Existing Customer,43,F,4,High School,Divorced,$40K - $60K,Blue,34
798996183,Existing Customer,61,F,0,Unknown,Married,Less than $40K,Blue,55
716831508,Existing Customer,47,F,3,High School,Single,$40K - $60K,Blue,34
715297908,Attrited Customer,41,F,4,College,Unknown,Unknown,Blue,22
813234108,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40
711027183,Existing Customer,50,M,4,College,Single,$40K - $60K,Blue,45
718812708,Attrited Customer,57,M,2,Graduate,Single,$120K +,Blue,44
709505808,Attrited Customer,45,F,3,College,Single,Unknown,Blue,33
711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than $40K,Blue,40
719613783,Existing Customer,51,F,1,Doctorate,Married,Less than $40K,Blue,42
719035758,Existing Customer,53,F,3,Uneducated,Divorced,Less than $40K,Blue,43
708473133,Existing Customer,55,F,1,Graduate,Married,Less than $40K,Blue,45
712996833,Existing Customer,40,F,1,High School,Married,Unknown,Blue,33
720963258,Attrited Customer,52,F,3,College,Married,Less than $40K,Blue,40
819606258,Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43
714634983,Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36
806428908,Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55
710903358,Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55
712676208,Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36
709005633,Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51
712102983,Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36
754480233,Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43
719042208,Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33
716251608,Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36
715537383,Existing Customer,46,M,3,College,Single,$120K +,Blue,30
709460883,Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28
789325008,Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38
719195733,Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36
787665258,Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37
710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49
711982383,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49
716345283,Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36
816850458,Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28
710842308,Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26
713132133,Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39
788874333,Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40
717987258,Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36
793712658,Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46
708324483,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39
768612258,Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46
719659758,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35
711313158,Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44
716483358,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29
719829633,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29
812465958,Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48
786536808,Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45
807369708,Existing Customer,52,M,3,College,Married,$120K +,Blue,47
711397533,Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41
711740508,Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40
715233108,Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36
813807258,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45
769183908,Existing Customer,51,F,2,Doctorate,Single,Unknown,Blue,45
718451133,Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40
721115733,Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36
720085233,Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40
717036408,Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36
714427608,Existing Customer,45,F,5,Post-Graduate,Married,Unknown,Blue,29
780019908,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43
827898033,Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50
720302883,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35
715893633,Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36
720730683,Existing Customer,51,F,2,Graduate,Married,Unknown,Blue,36
720638283,Existing Customer,40,F,4,College,Single,Less than $40K,Blue,20
789053883,Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31
719286708,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39
713952558,Attrited Customer,53,F,3,Doctorate,Single,Unknown,Blue,43
793395933,Existing Customer,59,F,1,High School,Single,Less than $40K,Blue,53
813895458,Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43
771733608,Attrited Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,35
710102208,Existing Customer,56,M,2,Graduate,Single,$60K - $80K,Blue,36
719511783,Existing Customer,48,F,1,Unknown,Married,Unknown,Blue,41
712849158,Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44
783070833,Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28
713419908,Existing Customer,58,F,2,High School,Married,Unknown,Blue,50
789345408,Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29
720992883,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37
803652633,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41
789248958,Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26
716178483,Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29
715440558,Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36
711535158,Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35
713647083,Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36
718311933,Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37
718404783,Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49
817332483,Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47
710015733,Attrited Customer,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30
794965233,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Silver,45
710512833,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,29
710803008,Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30
712987608,Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,40
716974383,Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28
720930633,Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,46
710136258,Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24
779438208,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,22
721017333,Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36
720952608,Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,29
712886733,Existing Customer,44,F,1,Graduate,Unknown,Less than $40K,Blue,32
810545733,Existing Customer,47,F,2,College,Married,Unknown,Blue,42
822132858,Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37
713526258,Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36
712877733,Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42
713339283,Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39
720473433,Existing Customer,59,F,1,Graduate,Unknown,Less than $40K,Blue,36
780584658,Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22
711824358,Existing Customer,44,F,4,College,Single,Less than $40K,Blue,31
789990333,Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35
721332033,Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30
709612983,Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36
771058908,Existing Customer,55,F,3,High School,Single,$40K - $60K,Blue,42
715471833,Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36
711781233,Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,45
713947908,Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23
709741608,Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36
709333608,Existing Customer,58,F,2,High School,Single,Unknown,Blue,46
709688883,Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36
716269308,Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36
708692583,Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31
709892658,Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38
713815383,Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36
710183283,Existing Customer,55,F,1,High School,Married,Less than $40K,Blue,36
711937158,Existing Customer,49,M,3,College,Married,$60K - $80K,Blue,39
771486933,Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,52
717450633,Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36
718421808,Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43
716403633,Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50
717646983,Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49
778837083,Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31
768632958,Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49
715622508,Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41
708402333,Existing Customer,48,F,2,Doctorate,Divorced,Unknown,Blue,37
708946008,Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36
715625658,Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36
789599283,Existing Customer,44,F,3,College,Divorced,Unknown,Blue,38
708960858,Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21
814840833,Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39
772082208,Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,28
711597183,Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34
712110333,Attrited Customer,37,F,3,High School,Single,Unknown,Blue,18
718673358,Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30
712479633,Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20
716108283,Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46
779360808,Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35
716352033,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39
716643033,Attrited Customer,41,F,2,Graduate,Married,Less than $40K,Blue,31
711567333,Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,31
788756133,Existing Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,24
755437533,Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,41
713573508,Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32
709430508,Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32
710645583,Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37
714253983,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36
771566208,Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36
713314533,Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27
720725883,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20
708539583,Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25
716747283,Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36
787519683,Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,30
721044333,Existing Customer,34,F,2,College,Single,Less than $40K,Blue,22
713679633,Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33
711126483,Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28
814191333,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50
715040208,Existing Customer,49,F,2,Graduate,Single,Unknown,Blue,38
710769258,Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,27
715227633,Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36
708635058,Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44
709051533,Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26
718940208,Existing Customer,55,F,0,Graduate,Single,Unknown,Blue,44
712361583,Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36
708390633,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,44
720281508,Existing Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34
720885558,Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,37
709781208,Existing Customer,34,F,0,Unknown,Married,Less than $40K,Blue,26
710086308,Existing Customer,46,F,4,High School,Unknown,$40K - $60K,Blue,38
713282733,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24
815812683,Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42
708204033,Existing Customer,36,F,5,Unknown,Single,Less than $40K,Blue,24
720040158,Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36
755996583,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50
711359058,Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,33
714064908,Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36
717074283,Attrited Customer,45,F,3,Graduate,Divorced,Unknown,Blue,37
765847383,Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43
789531633,Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,46
820593033,Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39
710078358,Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26
715025208,Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46
709596783,Existing Customer,46,M,3,College,Married,$40K - $60K,Blue,34
715960308,Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44
716653758,Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36
787268733,Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46
789923058,Attrited Customer,53,F,1,High School,Married,$40K - $60K,Blue,44
771079833,Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,27
710507733,Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,35
779269158,Attrited Customer,43,F,2,Graduate,Married,Unknown,Blue,25
711627558,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30
710536983,Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36
712237458,Existing Customer,47,M,3,Unknown,Married,$120K +,Blue,28
778289883,Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,32
714154533,Existing Customer,45,F,3,High School,Single,Unknown,Blue,36
803657133,Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54
769053033,Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38
713613258,Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36
768544833,Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39
720782658,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,36
768162108,Attrited Customer,49,M,3,College,Married,$120K +,Blue,43
710511858,Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36
714516033,Existing Customer,53,M,3,High School,Married,$120K +,Blue,44
788630958,Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28
717646008,Existing Customer,61,F,1,College,Married,Unknown,Blue,46
712290258,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,40
716292033,Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36
780372408,Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,33
720853158,Existing Customer,38,F,3,High School,Single,Unknown,Blue,24
823507833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,40
711111633,Existing Customer,60,M,1,High School,Single,$40K - $60K,Silver,49
709904508,Existing Customer,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40
712022883,Existing Customer,37,F,2,High School,Single,$40K - $60K,Blue,27
712173108,Existing Customer,48,F,1,Unknown,Unknown,$40K - $60K,Blue,36
714156633,Existing Customer,60,F,0,Unknown,Single,Unknown,Blue,36
714581358,Attrited Customer,48,F,3,Graduate,Single,Less than $40K,Blue,43
713256033,Existing Customer,39,F,3,Uneducated,Single,Unknown,Blue,25
825831933,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,48
720274158,Existing Customer,42,F,4,High School,Married,Less than $40K,Blue,35
772394883,Attrited Customer,60,F,1,Uneducated,Single,Unknown,Blue,50
794253108,Existing Customer,52,M,4,Graduate,Single,$40K - $60K,Blue,46
720899883,Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,35
714313608,Existing Customer,36,F,4,Uneducated,Married,Less than $40K,Blue,36
716602683,Existing Customer,49,F,3,Graduate,Married,$40K - $60K,Blue,36
715928808,Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,31
771899433,Attrited Customer,48,M,3,Graduate,Married,$80K - $120K,Blue,37
714771708,Existing Customer,36,F,0,College,Unknown,Unknown,Blue,26
709711758,Attrited Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32
721137558,Attrited Customer,40,M,4,Graduate,Divorced,$40K - $60K,Blue,28
820268358,Existing Customer,48,F,4,Post-Graduate,Unknown,Less than $40K,Blue,43
709273383,Existing Customer,54,F,0,Unknown,Married,Unknown,Blue,36
822959133,Existing Customer,32,F,3,Post-Graduate,Married,$40K - $60K,Blue,26
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than $40K,Blue,36
713607108,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,31
709729533,Attrited Customer,47,M,3,Uneducated,Single,$40K - $60K,Blue,39
717890583,Existing Customer,48,F,1,Graduate,Divorced,$40K - $60K,Blue,38
718384233,Existing Customer,52,M,5,Doctorate,Single,$40K - $60K,Silver,39
713401758,Existing Customer,45,M,2,Uneducated,Married,$120K +,Blue,36
773257233,Existing Customer,46,F,4,Unknown,Single,Less than $40K,Blue,39
713556033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,22
719265108,Existing Customer,42,F,3,High School,Married,Less than $40K,Blue,33
778740708,Existing Customer,39,F,3,Graduate,Married,Less than $40K,Blue,27
710952933,Existing Customer,43,F,1,Uneducated,Divorced,Less than $40K,Blue,36
720991833,Attrited Customer,48,F,2,Doctorate,Married,Less than $40K,Blue,36
779954658,Existing Customer,56,M,4,High School,Single,$80K - $120K,Blue,40
714204108,Existing Customer,45,F,5,Graduate,Single,Less than $40K,Blue,38
805546308,Existing Customer,65,F,0,High School,Single,Less than $40K,Blue,56
716244933,Existing Customer,54,F,3,High School,Divorced,Unknown,Blue,36
712018233,Existing Customer,42,F,3,Graduate,Single,Unknown,Blue,34
802878408,Existing Customer,53,F,1,Graduate,Married,$40K - $60K,Blue,47
719504433,Existing Customer,63,M,0,Unknown,Single,$40K - $60K,Silver,54
794558658,Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,34
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than $40K,Blue,36
708260208,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,36
713435058,Existing Customer,49,F,5,High School,Divorced,Less than $40K,Blue,42
719656533,Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36
719709558,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,33
710311233,Existing Customer,44,F,4,High School,Single,Unknown,Blue,37
719216508,Existing Customer,55,F,1,Unknown,Unknown,Less than $40K,Blue,36
713105508,Existing Customer,46,M,3,High School,Single,$60K - $80K,Silver,29
710719683,Existing Customer,49,F,1,High School,Divorced,$40K - $60K,Blue,43
817892208,Existing Customer,35,F,2,Doctorate,Single,Less than $40K,Blue,30
714102183,Attrited Customer,50,M,3,Uneducated,Single,$120K +,Blue,36
715410783,Attrited Customer,55,F,1,Unknown,Single,Less than $40K,Blue,36
718202658,Existing Customer,47,M,3,Graduate,Unknown,$120K +,Blue,36
719445633,Existing Customer,60,F,0,Uneducated,Married,Less than $40K,Blue,36
709820658,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,36
718481283,Existing Customer,51,F,1,High School,Married,Less than $40K,Blue,43
789300408,Existing Customer,41,M,4,High School,Married,Less than $40K,Blue,30
711970533,Existing Customer,54,F,4,Unknown,Married,Less than $40K,Blue,41
815088483,Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,23
717139608,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36
717626508,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36
767668908,Attrited Customer,46,F,3,Graduate,Married,Unknown,Blue,40
712484733,Existing Customer,47,M,5,Unknown,Single,$60K - $80K,Blue,32
716216958,Existing Customer,48,M,1,Uneducated,Married,$60K - $80K,Blue,42
714246333,Attrited Customer,58,F,4,High School,Married,Unknown,Blue,48
718693683,Existing Customer,65,F,0,High School,Single,$40K - $60K,Blue,53
716298633,Existing Customer,56,F,1,Graduate,Single,Less than $40K,Blue,47
755661933,Attrited Customer,48,F,3,Graduate,Single,$40K - $60K,Blue,41
712914783,Existing Customer,43,M,5,Graduate,Single,$40K - $60K,Blue,31
711240108,Existing Customer,41,M,2,Graduate,Married,$60K - $80K,Blue,31
721396758,Existing Customer,35,F,4,Doctorate,Married,Less than $40K,Blue,36
715636533,Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,36
711508608,Existing Customer,50,F,1,Unknown,Married,Less than $40K,Blue,36
716669658,Attrited Customer,51,F,1,High School,Single,Less than $40K,Blue,33
718212633,Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,36
708357183,Existing Customer,47,F,3,Unknown,Single,Less than $40K,Blue,38
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than $40K,Blue,36
771450708,Existing Customer,58,F,3,Graduate,Married,$40K - $60K,Blue,46
711311883,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Silver,35
